Publication.Number;Publication.Year;IPC;Main.IPC.Subclass;Simple.Family;Count.of.Simple.Family.Members;Simple.Family.Cited.by.Count;Count.of.Other.References;Count.of.Cited.by.Patents;Count.of.Cites.Patents;Count.of.Cited.by.Patents.Within.3.years;Count.of.Cited.by.Patents.Within.5.years;Simple.Legal.Status;Count.of.claims;Quality.of.Family;Classifier
FR2498553A1;1982;B63B39/06 | B63B41/00 | B64C39/00 | B63B39/00 | B63H25/44 | B63H9/04 | B63B35/72;B63B;FR2498553A1;1;0;1;0;4;0;0;Inactive;12;Low;Weak
CA2235307C;1997;B64C29/00 | B64C1/00 | B64C27/52 | B64C39/00;B64C;CA2235307A1 | CA2235307C;2;3;0;3;0;0;0;Inactive;12;Low;Strong
US4809503;1989;B64C39/00 | B64C29/00 | F01B1/00 | F01B3/00 | F01B29/04 | F01B1/06 | F01B29/00 | F02B45/02 | F02F3/28 | F01L33/04 | F02B41/00 | F02B45/00 | F04B53/10 | F01L33/00 | F01L7/02 | F01L33/02 | F01L7/00 | F02F1/02 | F02B41/06 | F02G3/00 | F02G3/02 | F02B75/02 | F02B1/00 | F02B3/00 | F02B3/06 | F02B1/04 | F02C3/26;B64C;US4809503;1;0;1;0;6;0;0;Inactive;45;High;Weak
US7204672;2007;F04D15/00 | B60V1/04 | B60V1/11 | B60V1/14 | B60V1/16 | B60V3/02 | B60V3/06 | B60V3/08 | B63B1/32 | B64C39/00;F04D;US20040191063A1 | US7204672;2;29;0;22;25;6;18;Inactive;26;High;Weak
FR431521A;1911;B64C39/00 | H04N5/06;B64C;FR431521A;1;0;0;0;0;0;0;Inactive;6;Low;Weak
KR1020150096039A;2015;B64C39/00 | B64C39/02 | B64C3/10;B64C;KR1020150096039A;1;0;0;0;3;0;0;Inactive;28;Low;Strong
FR566440A;1924;B64C39/00;B64C;FR566440A;1;1;0;1;0;0;0;Inactive;1;Low;Strong
GB534899A;1941;B64C39/00;B64C;GB534899A;1;0;0;0;0;0;0;Inactive;6;Low;Weak
GB782950A;1957;B64C29/00 | B64C39/00 | B64C29/02 | B64C39/06;B64C;GB782950A;1;2;0;2;0;0;0;Inactive;10;Low;Weak
US5765777;1998;B64C39/00 | B64C39/04 | B64C39/02 | B64C29/00 | B64C3/00 | B64C3/38 | B64C3/42 | B64C27/28 | B64C27/52;B64C;US5765777;1;25;0;25;55;0;1;Inactive;11;High;Strong
US6450445;2002;B64C29/00 | B64C29/02 | B64C39/00 | B64C39/02 | B64C15/02 | B64C27/10 | B64C27/20 | B64C15/00 | B64C25/30;B64C;AT248745T | AU2000043242A1 | CA2354583A1 | DE69911063D1 | DE69911063T2 | EP1144249A2 | EP1144249A4 | EP1144249B1 | JP2003512215A | US6450445 | WO2000040464A2 | WO2000040464A3;12;108;0;95;48;18;23;Inactive;53;High;Weak
GB127402A;1919;B64C39/00;B64C;GB127402A;1;0;0;0;0;0;0;Inactive;12;Low;Strong
FR410001A;1910;B64C39/00;B64C;FR410001A;1;0;0;0;0;0;0;Inactive;31;Low;Strong
DE102007004746A1;2008;B64C19/00 | B64C5/00 | B64C9/00 | B64C23/00;B64C;DE102007004746A1;1;4;0;4;0;3;3;Inactive;47;Low;Weak
FR704078A;1931;B64C39/00 | B64C39/04;B64C;FR704078A;1;1;0;1;0;0;0;Inactive;1;Low;Weak
US4312483;1982;B64C39/06 | B64C39/00 | B64C29/04 | B64C17/06;B64C;US4312483;1;17;0;17;14;0;1;Inactive;6;High;Strong
US20100078523A1;2010;B64C29/00 | B64C29/04 | B64C39/00 | B64C27/08 | B64C27/28 | B64C27/52;B64C;AU2003238558A1 | AU2003238558B2 | CA2489285A1 | CA2489285C | US20050230520A1 | US20060157616A1 | US20070034735A1 | US20100078523A1 | US20100171000A1 | US7150429 | US7306186 | US7753310 | US7992820 | US8091825 | WO2004002824A1;15;89;0;0;39;0;0;Active;4;High;Strong
GB375515A;1932;B64C39/00 | B64C39/10;B64C;GB375515A;1;13;0;13;0;0;0;Inactive;6;Low;Strong
FR496441A;1919;B64C39/00 | B64C39/12;B64C;FR496441A;1;1;0;1;0;0;0;Inactive;31;Low;Weak
US3960103;1976;B64C39/00 | B60F3/00 | B64C35/00;B64C;DE2328293A1 | DE2328293B1 | DE2328293C2 | US3960103;4;11;0;10;8;0;2;Inactive;5;High;Strong
DE3708445A1;1988;B64C3/30 | B64C3/50 | B64C3/54 | B64C3/56 | B64C3/26 | B64C39/00;B64C;DE3708445A1;1;6;0;6;6;0;0;Inactive;93;Low;Weak
GB2205798B;1989;A63H27/00 | B64C31/032 | B64C31/00 | B64C39/00 | B64C39/02 | B64D5/00 | A63H27/01;A63H;GB2205798A | GB2205798B | GB8420098D0;3;4;0;0;10;0;0;Inactive;21;Low;Weak
GB275689A;1927;B64C23/08 | B64C39/00 | B64C23/00;B64C;GB275689A;1;2;0;2;0;0;0;Inactive;7;Low;Strong
US3737121;1973;B64C39/04 | B64C39/00 | B64C3/40 | B64C3/00 | B64C1/02 | B64C3/38;B64C;US3737121;1;33;0;33;4;0;1;Inactive;31;High;Weak
GB267350A;1927;B64C39/00;B64C;GB267350A;1;0;0;0;0;0;0;Inactive;6;Low;Strong
GB191007289A;1911;B64C39/00;B64C;GB191007289A;1;0;0;0;0;0;0;Inactive;2;Low;Weak
CN204745660U;2015;A63H27/18 | A63H27/16 | B64C39/00;A63H;CN204745660U;1;0;0;0;0;0;0;Inactive;10;Low;Weak
FR417168A;1910;B64C39/00;B64C;FR417168A;1;0;0;0;0;0;0;Inactive;35;Low;Strong
US4120468;1978;B64C39/06 | B64C39/00 | B64C39/02 | F42B15/00 | F41G7/20 | B64C3/12;B64C;US4120468;1;13;0;13;17;2;2;Inactive;12;High;Strong
FR571824A;1924;B64C39/00;B64C;FR571824A;1;0;0;0;0;0;0;Inactive;1;Low;Strong
CH180885A;1935;B64C39/00;B64C;CH180885A;1;0;0;0;0;0;0;Inactive;1;Low;Strong
US5303879;1994;B64C39/00 | B64C39/06 | B64C29/00 | B64C27/20;B64C;AT152063T | AU1993031150A1 | AU659787B | BRPI9300365A2 | CA2087232A1 | CH685692A5 | CN1080253A | DE59208399D1 | EP0553490A1 | EP0553490B1 | ES2103879T3 | JP1993262295A | US5303879;13;61;0;48;12;2;3;Inactive;35;High;Strong
DE19857749A1;2000;B60V1/08 | B64C3/14 | B64C39/10 | B64C39/00;B60V;AU2000030315A1 | DE19857749A1 | WO2000035730A1;3;4;1;4;8;0;0;Inactive;14;Low;Strong
CN101734376B;2013;B64C39/00 | B64C1/22 | B64D17/80;B64C;CN101734376A | CN101734376B;2;5;0;0;0;0;0;Inactive;39;Low;Weak
WO1998016422A1;1998;B64C39/00 | B64C39/06;B64C;WO1998016422A1;1;5;0;5;5;2;2;Undetermined;4;Low;Strong
WO2014059549A1;2014;B64C27/08 | B64C11/46 | B64C27/50 | B64C39/00;B64C;CA2888144A1 | US20150259066A1 | US9783294 | WO2014059549A1;4;131;0;57;3;54;57;Undetermined;100;High;Strong
JP2006001486A;2006;B64C39/02 | B64C39/00;B64C;JP2006001486A;1;5;0;5;1;1;1;Inactive;17;Low;Weak
FR447277A;1912;B64C39/00 | B64C39/12;B64C;FR447277A;1;0;0;0;0;0;0;Inactive;25;Low;Strong
US4778128;1988;B64C39/00 | B64C39/06;B64C;US4778128;1;67;0;67;7;2;3;Inactive;52;High;Strong
DE3914470A1;1990;B64C31/036 | B64D17/02 | B64C39/00;B64C;DE3914470A1;1;3;0;3;0;0;0;Inactive;33;Low;Strong
FR524255A;1921;B64C39/00;B64C;FR524255A;1;0;0;0;0;0;0;Inactive;1;Low;Weak
US20100147998A1;2010;F16H37/06 | B64C39/00;F16H;US20100147998A1 | US8075438;2;5;0;2;56;0;0;Active;20;High;Weak
JP2540066B2;1996;B64C39/00 | B64C | B64D | B64C31/036 | B64D17/10 | B64C31/02;B64C;JP1990133297A | JP2540066B2;2;0;0;0;2;0;0;Inactive;1;Low;Weak
US4913377;1990;B64C39/00 | B64C29/00 | F02B1/00 | F02B1/04 | F02B75/02 | B64C27/08;B64C;US4913377;1;32;0;32;6;0;1;Inactive;41;High;Strong
DE535416A;1931;B64C39/00;B64C;DE535416A;1;0;0;0;0;0;0;Inactive;19;Low;Strong
GB129528A;1919;B64C39/00;B64C;GB129528A;1;0;0;0;0;0;0;Inactive;2;Low;Weak
GB1088211A;1967;B64D27/10 | B64C39/00 | B64C9/38 | B64C9/00 | F02K1/00 | B64D27/00;B64D;GB1088211A;1;2;0;2;0;0;0;Inactive;14;Low;Strong
CN1107113A;1995;B64C39/00 | B64G1/00;B64C;CN1107113A;1;5;0;5;0;0;0;Inactive;1;Low;Strong
RU2011131464A;2013;B64C39/00;B64C;RU2011131464A | RU2478518C1 | WO2013015721A1;3;4;0;0;0;0;0;Inactive;1;Low;Weak
FR423940A;1911;B64C39/00;B64C;FR423940A;1;0;0;0;0;0;0;Inactive;28;Low;Weak
US6227498;2001;B64C39/00 | B64C3/00 | B64C9/26 | B64C3/48 | B64C3/50 | B64C39/10 | B64C9/00 | B64C3/44;B64C;AU1999041806A1 | DE69932237D1 | DE69932237T2 | EP1071607A2 | EP1071607A4 | EP1071607B1 | ES2267271T3 | IL138967A | IL138967D0 | US6068219 | US6227498 | WO1999052768A2 | WO1999052768A3;13;62;0;53;22;7;27;Inactive;39;High;Strong
CN205168933U;2016;B64D47/02 | B64C39/00 | F21V14/00 | F21W101/06 | F21Y115/10;B64D;CN205168933U;1;3;0;3;0;3;3;Inactive;4;Low;Strong
GB151275A;1921;B64C39/00;B64C;GB151275A;1;0;0;0;0;0;0;Inactive;7;Low;Strong
FR575791A;1924;B64C39/00;B64C;FR575791A;1;3;0;3;0;0;0;Inactive;1;Low;Strong
CN203544372U;2014;B64C39/00;B64C;CN203544372U;1;9;0;9;0;9;9;Inactive;1;Low;Strong
US20110000999A1;2011;B64C39/00 | B64C3/56;B64C;US20110000999A1 | US8464979;2;3;0;3;7;1;2;Inactive;12;High;Strong
US5730390;1998;B64G1/14 | B64G1/00 | B64G1/40 | B64G1/22 | B64C39/00 | B64C29/00;B64G;DE4215835A1 | DE4215835C2 | US5730390;3;35;0;23;19;4;7;Inactive;17;High;Strong
EP3515818A1;2019;B64C39/02 | B64C37/02 | B64C39/00;B64C;CA3037223A1 | CN109789927A | DE102016117611A1 | DE102016117611A8 | EP3515818A1 | IL265326D0 | US20190202563A1 | WO2018050837A1;8;0;0;0;0;0;0;Pending;32;High;Strong
EP1888404B1;2008;B64C39/00 | A63H27/133;B64C;DE602006003429D1 | EP1888404A1 | EP1888404B1 | JP2008543630A | US20070051848A1 | US7748486 | WO2006135606A1;7;41;1;1;4;0;1;Inactive;12;High;Strong
FR2347546B1;1979;B64C39/00 | F03G7/10;B64C;FR2347546A1 | FR2347546B1;2;1;0;0;0;0;0;Inactive;11;Low;Weak
RU2011132737A;2013;B64C39/00;B64C;RU2011132737A | RU2529429C2;2;0;0;0;0;0;0;Undetermined;3;Low;Strong
KR1020130113904A;2013;B64C37/00 | B64C39/00 | B64C3/56 | B62D63/00;B64C;KR1020130113904A;1;0;0;0;0;0;0;Inactive;2;Low;Strong
FR2236721B1;1978;B63C11/42 | B63G8/00 | B64C39/00 | B63H1/10;B63C;FR2236721A1 | FR2236721B1;2;0;0;0;0;0;0;Inactive;15;Low;Strong
FR420521A;1911;B64C39/00;B64C;FR420521A;1;0;0;0;0;0;0;Inactive;8;Low;Strong
US5332177;1994;B64C39/00 | B64C39/06 | B64C3/10 | B64C3/38;B64C;AU1994070317A1 | AU669638B | CA2129803A1 | EP0644114A1 | US5332177;5;19;0;19;12;0;0;Inactive;75;High;Strong
US3744738;1973;B64G1/40 | B64G1/22 | F17C9/00 | F17C13/00 | B64C39/00;B64G;US3744738;1;26;0;26;2;0;0;Inactive;8;High;Weak
RU2123456C1;1998;B64C39/00;B64C;RU2123456C1;1;2;1;2;0;0;0;Inactive;1;Low;Strong
RU2370415C2;2009;B64C39/00 | F03G3/06;B64C;RU2007134051A | RU2370415C2;2;0;1;0;4;0;0;Inactive;1;Low;Weak
DE102008063484B4;2012;B64C27/20;B64C;DE102008063484A1 | DE102008063484B4;2;0;1;0;5;0;0;Inactive;6;Low;Weak
FR465076A;1914;B64C39/00 | B64C39/12;B64C;FR465076A;1;0;0;0;0;0;0;Inactive;26;Low;Strong
WO2011155485A1;2011;B63H1/10 | B64C39/00 | B62D61/00;B63H;JP5445879B2 | JPWO2011155485A1 | US20130081499A1 | US8757316 | WO2011155485A1;5;10;0;6;6;4;4;Undetermined;8;High;Weak
GB191221631A;1913;B64C39/00;B64C;GB191221631A;1;0;0;0;0;0;0;Inactive;2;Low;Strong
GB155343A;1920;B64C39/00;B64C;GB155343A;1;0;0;0;0;0;0;Inactive;4;Low;Strong
FR2614269B1;1989;B64C39/00 | B64G1/40;B64C;FR2614269A1 | FR2614269B1;2;2;0;0;0;0;0;Inactive;31;Low;Weak
FR501705A;1920;B64C39/00 | B64C39/08;B64C;FR501705A;1;1;0;1;0;0;0;Inactive;2;Low;Strong
US4541593;1985;B64C39/00 | B64C39/06 | B64C39/08 | B64C39/12;B64C;DE3367571D1 | EP0088696A1 | EP0088696B1 | FR2523072A1 | FR2523072B1 | US4541593;6;81;0;76;12;3;4;Inactive;11;High;Weak
CA2972528C;2019;B64C29/02 | B64C27/08 | B64C27/26 | B64C27/30 | B64C39/00 | B64D1/22 | B64D5/00;B64C;CA2972528A1 | CA2972528C | CA3042471A1 | EP3263445A1 | EP3263445B1 | EP3418187A1 | US20180002011A1 | US9963228;8;24;0;0;0;0;0;Active;18;High;Strong
FR1156516A;1958;B64C39/00;B64C;FR1156516A;1;0;0;0;0;0;0;Inactive;1;Low;Strong
EP1370460A1;2003;B64C27/20 | B64C39/00 | B64C39/02 | B64C39/06 | B64D27/26;B64C;EP1370460A1 | WO2002070342A1;2;6;1;0;0;0;0;Inactive;15;Low;Weak
GB191302895A;1914;B64C39/00;B64C;GB191302895A;1;0;0;0;0;0;0;Inactive;17;Low;Strong
FR2625970B2;1990;B64C31/028 | B64C39/00;B64C;FR2625970A2 | FR2625970B2;2;0;0;0;0;0;0;Inactive;5;Low;Strong
US4735381;1988;B64C23/04 | B64C23/00 | B64C1/00 | B64C39/00 | B64C39/04 | B64C1/30;B64C;US4735381;1;26;1;26;13;0;0;Inactive;12;High;Strong
FR543469A;1922;B64C39/00 | B64C39/04;B64C;FR543469A;1;0;0;0;0;0;0;Inactive;1;Low;Weak
CN2741871Y;2005;B64C39/00;B64C;CN2741871Y;1;0;0;0;0;0;0;Inactive;3;Low;Weak
FR2600303A1;1987;B64C27/16 | B64C39/00 | B64C27/22;B64C;FR2600303A1;1;6;0;6;4;0;0;Inactive;7;Low;Strong
RU2149124C1;2000;B64C29/00 | B64C39/00;B64C;RU2149124C1;1;3;1;3;0;0;0;Inactive;1;Low;Weak
FR457856A;1913;B64C39/00;B64C;FR457856A;1;0;0;0;0;0;0;Inactive;27;Low;Strong
GB231856A;1926;B64C39/00;B64C;GB231856A;1;1;0;1;0;0;0;Inactive;16;Low;Strong
GB2412356A;2005;B64C39/02 | B64C39/00 | A62B5/00 | A62B3/00 | B64D1/22 | B64D25/00 | B64D1/00;B64C;GB0406419D0 | GB2412356A;2;4;0;4;4;2;2;Inactive;10;Low;Strong
FR461151A;1913;B64C39/00;B64C;FR461151A;1;0;0;0;0;0;0;Inactive;45;Low;Strong
JP2534666B2;1996;B64C15/02 | B64C | B64C39/00 | B64C5/00 | B64C39/12 | B64C5/16 | B64C5/04 | F02K1/00 | B64C13/00 | B64C15/00 | B64C15/14;B64C;BRPI8601586A2 | DE3669852D1 | EP0202020A1 | EP0202020B1 | ES9100002A1 | IL78454A | IL78454D0 | JP1987001695A | JP2534666B2;9;5;0;0;0;0;0;Inactive;14;Low;Strong
FR2701082A1;1994;B64C31/036 | B64D35/00 | F16D43/18 | B64D17/02 | B64C39/00;B64C;FR2701082A1;1;5;1;5;5;4;4;Inactive;12;Low;Weak
US4799629;1989;A61N5/06 | B64C27/00 | B64C27/08 | F21S11/00 | B64F1/04 | B64C29/00 | B64C39/00 | B64C39/02 | B64F1/36 | B64B1/24;A61N;AU1987081178A1 | AU597538B | CN87107423A | DE3740853A1 | DK617987A | DK617987D0 | FI874979A | FI874979A0 | FR2607776A1 | GB2198550A | GB8727121D0 | IT1223218B1 | IT8722891D0 | JP1988145195A | NL8702964A | NZ222512A | SE8704856D0 | SE8704856L | US4799629;19;39;0;35;3;1;2;Inactive;3;High;Strong
CN105882996A;2016;B64F1/04 | B64C39/00 | F42B15/00;B64F;CN105882996A;1;0;0;0;0;0;0;Inactive;5;Low;Strong
US20190161163A1;2019;B64C5/02 | B64C9/00 | B64C39/12 | B64C39/00 | B64C3/10 | B64C39/02 | B64C5/06;B64C;TW201328935A | US10227129 | US20140312169A1 | US20180222570A1 | US20190161163A1 | US9902489 | WO2013070296A2 | WO2013070296A3;8;13;0;0;0;0;0;Pending;24;High;Strong
GB191118923A;1912;B64C39/00;B64C;GB191118923A;1;0;0;0;0;0;0;Inactive;11;Low;Strong
US4403755;1983;B64C39/00 | B64C31/00 | F03G7/02 | B64B1/24;B64C;US4403755;1;49;0;49;26;1;2;Inactive;29;High;Strong
JP2006103652A;2006;B64C29/00 | B64C39/00;B64C;JP2006103652A;1;0;0;0;0;0;0;Inactive;12;Low;Strong
GB2377683A;2003;B64D7/08 | B64D5/00 | B64C39/02 | F42B15/36 | B64C39/00 | F42B12/58 | F42B15/00 | B64D7/00 | F42B12/02 | B64C37/02;B64D;GB0117666D0 | GB2377683A;2;3;0;3;5;1;1;Inactive;13;Low;Weak
CN104590561A;2015;B64C39/00 | B64F5/00 | A63H27/00 | B64F5/10;B64C;CN104590561A;1;0;0;0;0;0;0;Inactive;9;Low;Strong
RU15985U1;2000;B64C39/00;B64C;RU15985U1;1;0;0;0;0;0;0;Inactive;1;Low;Weak
US6375117;2002;B64C29/00 | B64C39/00 | B64C39/10;B64C;US6375117;1;32;0;32;4;4;8;Inactive;20;High;Weak
GB190928602A;1911;B64C39/00;B64C;GB190928602A;1;0;0;0;0;0;0;Inactive;7;Low;Strong
ES2658412B1;2019;B64C39/00;B64C;ES2658412A1 | ES2658412B1;2;0;0;0;4;0;0;Active;26;Low;Strong
GB834846A;1960;B64C39/10 | B64C39/00;B64C;GB834846A;1;0;0;0;0;0;0;Inactive;24;Low;Weak
GB898359A;1962;B64C39/00;B64C;GB898359A;1;0;0;0;0;0;0;Inactive;43;Low;Weak
RU2380285C2;2010;B64C39/00 | F03G3/06;B64C;RU2007134043A | RU2380285C2;2;2;1;2;4;0;0;Inactive;1;Low;Strong
US3907218;1975;B64C1/34 | B64C39/04 | B64C1/00 | B64C39/00;B64C;US3907218;1;24;0;24;7;0;0;Inactive;6;High;Strong
GB191120866A;1912;B64C39/00;B64C;GB191120866A;1;0;0;0;0;0;0;Inactive;4;Low;Strong
GB427186A;1935;B64C39/10 | B64C39/00;B64C;GB427186A;1;4;0;4;0;0;0;Inactive;23;Low;Weak
US3773278;1973;B64D17/78 | B64D17/00 | B64C39/00;B64D;US3773278;1;3;0;3;4;0;0;Inactive;31;High;Strong
US6270038;2001;B64C27/20 | B64C39/00 | B64C39/02 | B64C27/00 | B64C29/00 | B64C13/20;B64C;AU2000057221A1 | EP1173360A1 | IL146074D0 | JP2002542116A | US6270038 | WO2000064736A1;6;168;2;148;36;20;42;Inactive;43;High;Strong
CN2522342Y;2002;B64C39/00;B64C;CN2522342Y;1;0;0;0;0;0;0;Inactive;1;Low;Weak
GB191322764A;1914;B64C39/00;B64C;GB191322764A;1;0;0;0;0;0;0;Inactive;9;Low;Strong
WO1999054181A3;1999;B60V1/08 | B60V3/08 | B60F5/02 | B64C39/00;B60V;AU1999035427A1 | RU2127202C1 | WO1999054181A2 | WO1999054181A3;4;16;0;0;4;0;0;Undetermined;27;Low;Strong
TWI651241B;2019;B64C39/00 | B64C11/16;B64C;CN109850138A | TWI651241B | US20190161178A1;3;0;0;0;6;0;0;Active;14;High;Weak
GB151648A;1921;B64C39/00;B64C;GB151648A;1;0;0;0;0;0;0;Inactive;5;Low;Strong
RU2111151C1;1998;B64C39/00;B64C;RU2111151C1;1;3;1;3;0;0;0;Inactive;8;Low;Weak
DE10141838C1;2002;B64B1/06 | B64C39/00 | B64B1/00 | B64B1/58;B64B;DE10141838C1;1;0;0;0;2;0;0;Inactive;33;Low;Strong
GB898362A;1962;B64C39/00;B64C;GB898362A;1;0;0;0;0;0;0;Inactive;42;Low;Weak
FR2552052B1;1985;B64C31/028 | B64C39/00;B64C;FR2552052A1 | FR2552052B1;2;3;0;0;0;0;0;Inactive;10;Low;Weak
FR509439A;1920;B64C39/00 | B64C39/08;B64C;FR509439A;1;1;0;1;0;0;0;Inactive;1;Low;Weak
EP1070008B1;2004;B64B1/08 | B64B1/20 | B64B1/32 | B64B1/34 | B64C39/00 | B64C39/10;B64B;AU2000020003A1 | DE69919689D1 | DE69919689T2 | EP1070008A1 | EP1070008B1 | IT1310008B1 | ITFI1999000031A1 | ITFI1999000031D0 | WO2000048902A1;9;19;0;4;6;0;0;Inactive;10;Low;Strong
GB788852A;1958;B64C39/00;B64C;GB788852A;1;8;0;9;0;0;0;Inactive;40;Low;Weak
FR425010A;1911;B64C39/00 | B64C39/06;B64C;FR425010A;1;0;0;0;0;0;0;Inactive;9;Low;Strong
FR438787A;1912;B64C39/00;B64C;FR438787A;1;0;0;0;0;0;0;Inactive;22;Low;Strong
ES2264290B1;2007;B64D1/16 | A62B1/02 | B64C29/02 | B64C39/00;B64D;ES2264290A1 | ES2264290B1;2;3;0;0;0;0;0;Inactive;14;Low;Weak
FR1107257A;1955;B64C39/00;B64C;FR1107257A;1;7;0;7;0;0;0;Inactive;1;Low;Weak
GB2416155B;2006;B64C39/00;B64C;GB0416002D0 | GB2416155A | GB2416155B;3;0;0;0;8;0;0;Inactive;6;Low;Strong
DE3741857A1;1989;B64C31/024 | B64D27/00 | B64D27/26 | B64C39/00;B64C;DE3741857A1 | DE3741857C2;2;3;0;2;4;0;0;Inactive;23;Low;Weak
FR614664A;1926;B64C39/00;B64C;FR614664A;1;0;0;0;0;0;0;Inactive;1;Low;Weak
FR361723A;1906;B64C39/00;B64C;FR361723A;1;0;0;0;0;0;0;Inactive;25;Low;Weak
WO1996034794A1;1996;B64C39/00 | F03G3/08;B64C;AU1996055133A1 | ITLE1995000010A1 | ITLE1995000010D0 | WO1996034794A1;4;0;0;0;8;0;0;Undetermined;6;Low;Strong
GB191516894A;1917;B64C39/00;B64C;GB191516894A;1;0;0;0;0;0;0;Inactive;6;Low;Strong
FR1173357A;1959;B64C39/00;B64C;FR1173357A;1;0;0;0;0;0;0;Inactive;1;Low;Strong
FR1279739A;1961;B64C39/10 | B64C39/00;B64C;FR1279739A;1;0;0;0;0;0;0;Inactive;1;Low;Weak
WO2017049135A1;2017;B64C39/02 | A63B35/12 | B64C11/00 | B64C27/20 | B64C39/00;B64C;US20180272856A1 | WO2017049135A1;2;0;0;0;7;0;0;Undetermined;64;High;Weak
US4941628;1990;B64C39/00 | B64C29/00 | B64C39/06;B64C;DE68906558D1 | DE68906558T2 | EP0327371A2 | EP0327371A3 | EP0327371B1 | JP1989301495A | US4941628;7;39;0;25;7;0;1;Inactive;26;High;Strong
WO2012113158A1;2012;B64C27/08 | B64C39/00 | B64C29/00;B64C;WO2012113158A1;1;3;0;3;3;3;3;Undetermined;11;Low;Weak
FR790157A;1935;B64C39/00 | B64C39/06;B64C;FR790157A;1;1;0;1;0;0;0;Inactive;1;Low;Strong
GB190915885A;1910;B64C39/00;B64C;GB190915885A;1;0;0;0;0;0;0;Inactive;3;Low;Strong
ES2457717A1;2014;B64C39/08 | B64C3/16 | B64C39/00;B64C;ES2457717A1 | ES2457717B1;2;7;0;7;5;7;7;Active;38;Low;Strong
FR439581A;1912;B64C39/00;B64C;FR439581A;1;1;0;1;0;0;0;Inactive;24;Low;Strong
WO2010024525A2;2010;B64C39/02 | B64C39/00;B64C;KR1020100026334A | WO2010024525A2 | WO2010024525A3;3;3;0;1;5;1;1;Undetermined;57;Low;Weak
US20110155859A1;2011;B64C39/00 | B64C29/00;B64C;US20110155859A1 | US9156549 | WO2011139316A2 | WO2011139316A3;4;4;0;3;36;0;2;Active;22;High;Strong
CN101618766A;2010;B64C39/00 | B64D45/00 | G03B15/08;B64C;CN101618766A;1;1;0;1;1;0;0;Inactive;61;Low;Strong
US7008276;2006;B63H1/30;B63H;US7008276;1;7;0;7;4;2;5;Inactive;14;High;Strong
FR1091843A;1955;B64C39/00 | B64C11/00 | B64C39/06;B64C;FR1091843A;1;1;0;1;0;0;0;Inactive;1;Low;Weak
FR2713591B1;1997;B64C25/10 | B64C39/00;B64C;FR2713591A1 | FR2713591B1;2;0;0;0;0;0;0;Inactive;7;Low;Weak
RU130956U1;2013;B64C39/00;B64C;RU130956U1;1;0;0;0;0;0;0;Inactive;1;Low;Strong
WO1996036533A1;1996;B64C31/028 | B64C39/06 | B64C31/00 | B64C39/08 | B64C39/00 | B64C31/28;B64C;WO1996036533A1;1;4;0;4;6;0;0;Undetermined;22;Low;Strong
GB152129A;1920;B64C39/00;B64C;GB152129A;1;1;0;1;0;0;0;Inactive;8;Low;Strong
FR416780A;1910;B64C39/00;B64C;FR416780A;1;0;0;0;0;0;0;Inactive;46;Low;Strong
RU2012102234A;2013;B64C39/00;B64C;RU2012102234A;1;0;0;0;0;0;0;Inactive;11;Low;Weak
JP3020762B2;2000;B64C39/00 | B64C | B64C27/10 | B64C27/00;B64C;JP1994239299A | JP3020762B2;2;0;0;0;0;0;0;Inactive;1;Low;Strong
WO2003035470A1;2003;B64C27/24 | B64C39/06 | B64C29/00 | B64C39/00;B64C;WO2003035470A1;1;7;1;7;4;0;0;Undetermined;21;Low;Strong
RU2299835C2;2007;B64C39/00;B64C;RU2299835C2;1;0;1;0;4;0;0;Inactive;2;Low;Strong
GB191225961A;1913;B64C39/00;B64C;GB191225961A;1;0;0;0;0;0;0;Inactive;9;Low;Strong
US3856238;1974;B64C39/04 | B64B1/00 | B64C39/00 | B64C27/22 | B64C39/12 | B64C39/08 | B64C27/00 | B64B1/20 | B64B1/34;B64C;AR204158A1 | AU1973054460A1 | BR7302681D0 | CA989373A | CH576369A5 | DE2318022A1 | DE2318022C2 | ES413589A1 | FR2180076A1 | FR2180076B1 | GB1421013A | IL41967A | IL41967D0 | IT983825B | JP1974019599A | NL177396C | NL7304785A | NL8501515A | NL8501516A | PL85788B1 | SU564797A3 | US3856238 | ZA197301886B;23;60;0;46;11;0;0;;18;High;Strong
RU83760U1;2009;B64C39/00;B64C;RU83760U1;1;0;0;0;0;0;0;Inactive;1;Low;Strong
GB2373488A;2002;B64D39/06 | B64D5/00 | B64D3/00 | B64C39/02 | B64C39/00 | B64D39/00;B64D;GB0106989D0 | GB2373488A;2;17;0;17;2;8;14;Inactive;11;Low;Weak
CN1525077A;2004;B63G7/02 | B64C39/00 | F15B15/14;B63G;CN1525077A;1;0;0;0;0;0;0;Inactive;1;Low;Weak
JP2540067B2;1996;B64C39/00 | B64C | B64D | B64C31/036 | B64D17/10 | B64C31/02;B64C;JP1990133298A | JP2540067B2;2;0;0;0;0;0;0;Inactive;1;Low;Weak
US6138957;2000;B64C39/00 | B64C3/00 | B64C3/48 | B64C3/10 | B64C39/10 | B64C3/44;B64C;US6138957;1;44;0;44;28;14;22;Inactive;35;High;Strong
DE3615089A1;1987;B64C39/00 | F03D3/00;B64C;DE3615089A1;1;4;1;4;5;0;0;Inactive;47;Low;Strong
GB344101A;1931;B64C39/00 | B64C39/04;B64C;GB344101A;1;2;0;2;0;0;0;Inactive;10;Low;Weak
